region,cape_j_kg,lifted_index,precipitable_water_mm,wind_shear_0_6km_kts,rh_850hpa_pct,temp_anomaly_c,radar_reflectivity_dbz,rain_rate_mm_hr,rainfall_3h_accum_mm,cloud_top_temp_c,pressure_trend_3h_hpa,wind_gust_kmh,surface_temp_c,layer1_synoptic_instability,layer2_mesoscale_trigger,composite_risk_score,hazard_type
Northeast (Guwahati / Tawang / Shillong),1728.1,1.95,38.3,21.7,89.5,1.64,6.9,0.5,1.1,-32.7,0.94,37.6,25.8,46.3,13.9,23.6,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),704.7,6.34,66.0,37.2,81.4,0.91,22.2,0.2,0.3,-19.0,-0.53,87.3,12.7,37.4,16.9,23.1,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2236.9,3.92,56.4,5.0,96.5,-0.87,45.7,71.9,105.0,-58.0,-1.5,24.1,25.2,49.5,61.8,58.1,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),675.4,4.33,47.4,15.1,47.3,0.73,8.1,2.7,5.9,-2.7,-2.27,18.0,38.4,25.3,11.7,15.8,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2690.6,0.94,35.5,28.9,62.8,0.26,52.2,44.5,76.0,-47.0,0.47,21.2,28.3,56.4,55.6,55.8,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),584.6,5.25,54.8,20.7,66.8,0.45,20.0,2.9,6.8,-10.6,-3.7,11.2,37.2,28.8,19.0,21.9,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2473.5,1.33,73.7,65.0,26.5,0.88,47.4,22.2,27.4,-71.9,2.14,13.7,35.3,63.5,48.1,52.7,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),890.8,4.52,40.0,33.1,60.3,-3.19,9.2,6.7,8.2,6.8,2.56,34.4,36.3,30.1,9.6,15.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1843.5,3.95,14.4,29.5,63.5,1.08,38.6,3.7,6.9,-9.5,-0.73,55.5,30.2,39.7,26.8,30.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2251.2,-0.66,27.6,11.6,68.6,1.93,41.2,7.1,9.7,-61.1,-0.51,20.0,28.2,44.3,37.7,39.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1495.5,2.22,42.9,35.2,92.4,1.04,14.7,1.1,2.5,-5.9,0.7,23.5,19.3,47.9,9.7,21.1,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),964.5,4.84,39.8,48.6,54.6,-1.1,15.5,3.1,4.1,2.2,0.18,92.6,29.0,32.1,19.0,23.0,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1533.1,2.34,61.0,19.8,83.8,-1.4,38.0,1.2,3.1,-34.4,1.04,31.8,28.1,46.0,30.6,35.2,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1174.3,4.0,33.7,23.5,31.4,0.9,19.3,1.2,1.9,18.0,-1.94,50.7,36.2,35.5,18.9,23.9,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1317.0,4.67,39.6,58.5,89.3,2.27,14.7,0.8,1.9,-10.5,1.99,90.6,34.7,45.6,15.5,24.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),367.7,7.18,32.9,38.1,49.8,3.38,29.7,2.1,3.3,1.6,1.78,92.0,24.6,17.7,25.4,23.1,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1983.0,2.37,52.9,14.6,86.9,2.18,31.1,4.8,8.5,-4.6,1.41,10.0,29.1,47.6,21.7,29.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1466.6,4.85,30.0,57.5,61.3,1.63,17.9,2.8,4.2,-28.6,-2.52,111.9,38.0,39.8,27.6,31.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),289.8,5.59,38.7,30.5,66.1,-5.0,39.8,14.4,18.2,-29.7,-3.05,13.5,25.0,28.5,34.2,32.5,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1008.4,3.62,20.7,25.3,51.6,-0.85,24.0,1.2,2.5,-14.4,-0.11,20.9,18.8,30.1,18.8,22.2,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),194.8,3.76,34.6,42.5,50.5,1.19,34.0,4.7,10.9,-32.9,1.19,20.1,30.8,31.8,27.6,28.8,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1336.7,2.12,65.3,31.9,54.7,-1.0,34.0,1.9,4.2,16.9,-1.26,36.0,37.8,45.3,24.8,31.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1808.5,2.39,66.9,16.8,80.6,-1.55,9.4,1.7,4.4,-8.1,-1.39,23.8,25.0,46.8,9.5,20.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),798.9,4.43,51.4,32.0,57.6,-1.84,36.7,2.3,5.6,8.3,3.81,45.5,29.8,36.6,23.8,27.6,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),756.3,4.76,48.2,14.1,55.7,4.38,35.3,1.1,1.5,-2.4,-0.58,10.0,40.3,30.5,21.2,24.0,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),971.6,6.26,33.2,42.5,86.2,-2.36,27.7,10.8,22.5,-33.0,-1.6,19.7,24.1,34.2,30.0,31.2,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),752.9,5.4,44.8,21.0,65.1,0.03,0.0,1.9,3.6,-6.7,-4.9,11.2,37.2,28.7,14.2,18.6,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),654.5,5.66,44.3,8.5,82.3,-1.1,26.6,1.2,1.8,1.4,2.02,12.0,30.2,26.0,20.0,21.8,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),251.6,7.69,42.2,18.2,86.8,-1.4,14.0,3.6,8.0,-14.1,2.84,22.5,24.9,25.4,14.2,17.6,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),734.8,4.1,53.3,37.7,51.5,1.41,9.0,0.7,1.3,-31.9,-3.46,45.1,41.9,35.1,17.8,23.0,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),378.0,4.63,28.8,18.0,78.8,2.31,22.3,5.2,11.4,-23.1,-3.01,31.3,31.0,22.9,25.3,24.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2615.1,2.24,77.9,24.7,49.8,-2.09,55.1,140.0,180.0,-59.9,4.08,29.6,19.6,57.2,70.4,66.5,CLOUDBURST_FLASHFLOOD
North (Delhi / Dehradun / Srinagar),2904.1,0.77,64.7,5.0,84.0,0.62,44.2,3.0,4.0,-47.3,2.04,25.7,23.1,57.2,33.5,40.6,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),1741.8,2.46,30.6,17.1,72.1,0.25,36.0,7.2,13.0,-36.6,-3.05,41.7,35.7,38.8,38.0,38.2,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2535.3,0.86,43.5,6.7,35.4,-0.49,39.5,0.6,0.8,-67.2,0.3,18.6,37.9,47.6,34.8,38.6,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),689.4,4.41,33.6,18.0,69.0,-1.55,36.9,3.5,5.2,-0.0,0.28,14.8,24.5,25.5,19.6,21.4,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1798.0,2.28,50.9,35.1,88.7,2.94,20.5,0.1,0.3,-35.8,-2.64,73.5,35.9,47.4,27.3,33.4,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1768.0,2.46,40.8,20.1,58.5,-1.77,29.0,2.0,3.8,-16.8,2.13,10.0,28.8,39.4,21.0,26.5,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1548.6,2.55,15.7,15.9,36.5,-2.37,12.0,7.7,16.9,-16.7,2.12,10.0,39.7,29.7,15.3,19.6,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),951.5,4.76,29.1,5.9,56.3,2.92,2.6,5.2,7.4,0.8,-3.19,31.8,29.2,23.7,10.7,14.6,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1273.2,4.35,60.6,11.4,65.3,0.94,11.8,6.2,10.7,-9.4,0.7,38.5,25.0,34.2,16.4,21.8,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1508.6,2.31,38.9,10.7,73.2,-2.1,15.9,2.2,5.1,-16.7,-1.8,40.7,38.1,35.5,16.1,21.9,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1485.6,4.11,38.8,29.0,89.5,0.33,15.4,2.6,3.3,-13.9,-1.0,40.8,23.3,44.4,15.1,23.9,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),624.2,3.23,51.4,19.4,30.3,-0.87,37.5,7.3,12.0,-11.2,-1.12,28.1,28.7,30.7,24.6,26.4,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2795.3,1.01,55.2,32.5,81.9,3.78,53.4,21.5,41.3,-58.7,-1.08,18.3,32.3,63.7,46.8,51.9,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),1341.8,3.98,40.8,34.7,65.6,-0.03,47.6,59.7,123.6,3.6,2.16,20.1,30.2,39.6,51.1,47.7,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),2064.0,1.77,12.0,21.5,67.2,1.67,40.8,7.4,10.4,-65.5,1.52,30.9,23.0,39.5,38.9,39.1,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),858.6,4.35,30.8,19.0,79.8,0.45,12.9,6.8,16.9,-13.6,1.83,18.9,33.5,27.8,13.1,17.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1725.2,2.27,12.0,29.5,59.3,3.66,35.3,1.1,2.5,3.9,0.49,60.2,33.9,40.3,20.5,26.4,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1403.5,2.58,22.4,15.5,77.1,0.95,35.5,3.5,4.6,18.0,-1.0,12.1,38.0,37.7,22.5,27.1,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),675.7,4.65,43.1,6.4,80.1,3.05,20.0,0.9,1.7,1.2,2.24,10.0,23.7,27.1,14.1,18.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1286.1,2.77,42.6,32.9,87.5,1.69,24.2,0.2,0.4,-20.9,1.85,27.3,28.8,43.1,19.6,26.6,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1034.6,5.3,59.9,19.2,80.3,-0.72,16.7,0.4,1.1,-40.0,-4.03,23.3,22.6,36.8,24.3,28.1,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1109.9,1.26,41.5,31.7,70.0,0.5,50.2,27.9,67.9,-25.7,1.78,15.5,30.4,41.1,45.6,44.2,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),2296.4,1.25,29.7,13.0,61.7,0.03,53.0,19.5,26.7,-51.6,-0.42,13.9,29.9,50.1,45.1,46.6,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),1188.7,1.34,58.8,13.5,82.0,-0.76,20.8,2.6,4.9,18.0,-0.22,35.2,34.2,46.1,14.8,24.2,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2210.7,0.3,66.5,37.3,64.6,-1.87,58.5,25.0,45.9,-51.2,-2.06,106.9,31.6,61.8,61.5,61.6,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),1831.5,1.64,54.8,8.5,89.0,3.49,19.1,0.6,1.1,13.2,-2.05,43.7,44.7,44.6,16.3,24.8,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1380.5,4.85,41.1,10.6,47.7,-4.03,34.5,3.9,6.7,-9.9,2.28,34.5,29.5,30.7,25.3,26.9,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2377.8,2.63,37.7,9.6,79.2,3.43,46.5,27.2,65.3,-54.9,-3.13,32.1,20.1,48.9,57.4,54.8,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),2262.6,1.56,25.3,29.8,69.8,-2.44,50.5,44.0,101.6,-72.6,0.52,19.6,28.8,48.9,63.6,59.2,CLOUDBURST_FLASHFLOOD
South (Chennai / Bengaluru / Hyderabad / Kochi),1382.5,3.31,30.9,30.9,88.6,1.69,12.8,3.2,4.7,-18.3,-1.93,15.7,24.7,42.6,10.2,19.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1452.2,4.34,35.7,12.7,54.7,-0.79,17.6,8.9,20.5,-28.4,1.45,10.0,27.1,34.6,22.4,26.1,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2393.6,2.57,23.5,28.1,86.2,-3.17,53.0,78.3,168.4,-88.0,-3.43,36.1,17.2,46.0,77.4,68.0,CLOUDBURST_FLASHFLOOD
Northeast (Guwahati / Tawang / Shillong),1904.8,1.5,37.3,8.8,84.0,3.02,24.8,0.7,0.9,-38.6,-2.45,12.2,41.8,42.4,24.1,29.6,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2777.6,1.25,38.1,42.8,85.1,-4.78,60.9,22.8,30.8,-52.0,-1.17,55.6,26.4,65.0,53.3,56.8,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),1172.0,2.51,59.8,15.4,52.4,2.25,40.0,2.4,6.1,-29.6,1.26,40.8,31.1,38.6,32.1,34.0,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),542.8,4.45,19.3,20.3,70.4,0.79,25.4,1.0,2.0,-17.9,-2.21,37.3,24.5,26.2,24.9,25.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),780.7,5.15,44.4,16.1,65.3,2.81,24.0,3.2,8.3,-15.6,0.49,42.0,33.8,21.9,20.1,20.6,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),271.4,4.67,22.9,25.6,86.7,1.88,18.1,9.1,23.3,-31.0,1.9,20.6,29.7,21.4,21.9,21.8,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),743.6,4.09,14.6,21.0,68.1,1.85,27.2,8.6,19.7,-23.3,-0.08,10.0,44.4,25.4,24.3,24.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1891.8,0.23,35.1,32.9,89.5,2.48,30.5,0.3,0.4,-18.2,-0.74,12.2,32.0,51.2,27.3,34.5,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1185.1,4.17,42.3,18.3,50.1,2.34,25.6,3.7,5.4,-4.3,1.0,24.9,30.8,30.8,17.6,21.6,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),671.6,3.6,59.8,16.8,81.2,1.49,30.5,1.0,1.2,1.3,-2.08,10.0,25.9,29.4,20.1,22.9,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),873.3,3.27,38.2,7.5,42.8,-0.24,16.7,4.4,6.2,-19.4,-1.95,27.5,35.8,31.1,18.3,22.1,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1549.6,4.53,34.5,34.4,77.6,-0.0,12.1,3.4,8.2,-17.0,-3.09,12.9,29.3,40.9,14.1,22.2,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),905.4,3.36,32.2,13.7,90.4,0.73,21.2,1.0,2.2,-33.1,2.94,47.3,27.9,31.1,26.6,27.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1096.0,4.71,34.8,11.0,86.8,-0.09,28.7,11.3,27.0,-18.6,0.83,54.1,31.3,30.7,27.5,28.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),388.0,6.54,12.0,5.0,91.2,5.31,35.4,2.6,6.1,-35.4,-3.23,26.4,31.5,20.0,37.7,32.4,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2579.3,1.94,30.5,43.2,82.5,0.31,44.0,2.0,5.1,-49.3,-1.73,77.1,40.2,59.0,42.7,47.6,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),2805.2,0.09,53.2,37.9,95.0,-2.03,35.6,6.3,13.7,-77.8,0.0,67.0,18.9,67.7,43.1,50.4,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),698.9,4.09,12.0,11.5,51.7,0.23,1.7,1.4,2.8,-10.5,-0.49,32.6,35.9,20.0,4.2,8.9,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1008.5,2.89,36.2,49.5,40.3,-1.34,36.9,3.6,7.3,-25.8,0.46,81.3,23.6,39.1,31.9,34.1,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),241.9,3.4,38.0,61.2,63.1,4.81,28.6,0.9,2.0,18.0,-1.61,46.6,34.5,32.4,23.2,25.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2450.1,2.03,52.0,18.0,73.7,0.72,44.4,0.3,0.5,-38.1,1.85,33.3,35.2,54.9,31.4,38.5,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),484.4,5.84,43.6,47.8,85.2,1.9,33.1,2.8,5.9,-5.0,-2.58,29.7,37.8,36.3,24.8,28.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1247.5,4.08,47.9,7.8,46.8,1.63,28.6,0.7,1.4,-18.5,2.32,10.0,22.9,29.8,19.8,22.8,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),596.0,1.4,31.6,33.8,97.0,2.58,18.7,1.8,2.5,6.3,-0.33,28.2,28.0,34.8,15.9,21.6,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1266.8,3.25,17.4,20.8,60.0,1.02,25.3,2.6,3.5,-12.0,-3.37,22.2,29.9,30.1,23.2,25.3,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2168.2,2.42,34.6,22.9,37.8,-0.38,14.2,0.0,0.0,-50.8,-0.25,28.3,16.5,45.4,20.7,28.1,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1823.8,3.9,40.0,31.8,74.1,0.6,21.8,1.7,3.9,-1.7,-2.18,10.0,41.6,44.2,17.0,25.1,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1909.8,2.54,58.2,20.5,73.7,-2.2,9.6,2.4,3.7,-15.4,0.78,54.6,22.8,52.2,14.1,25.5,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),441.5,5.35,22.0,22.0,49.0,0.17,28.7,3.2,7.6,-42.0,2.54,10.0,20.1,22.2,21.8,21.9,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1226.0,2.73,71.2,15.7,54.3,4.45,28.1,7.3,11.8,-32.4,-4.05,36.8,36.3,41.9,34.4,36.7,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),3879.5,-1.3,44.4,32.3,97.0,2.12,52.8,27.2,56.2,-56.4,0.89,22.6,26.6,83.8,51.9,61.4,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),1490.7,2.73,31.3,30.4,87.8,0.27,35.0,10.2,24.7,-20.5,-0.52,21.5,32.3,46.2,31.9,36.2,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1298.1,2.53,30.6,21.6,74.2,4.93,16.7,1.6,3.9,-1.5,-2.15,10.0,31.6,32.8,14.9,20.3,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1068.1,2.47,39.8,54.4,71.5,-0.84,28.3,3.3,7.9,-38.3,1.75,66.1,21.0,45.6,29.0,34.0,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1402.1,2.06,41.1,11.5,84.5,1.25,28.6,0.3,0.8,3.4,0.04,27.7,24.6,40.6,17.6,24.5,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1263.9,3.86,42.2,15.5,92.0,-0.17,15.2,2.1,4.4,-49.4,0.24,44.5,28.3,32.4,22.4,25.4,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),3479.2,-2.62,50.9,15.9,57.7,0.05,62.8,32.6,71.9,-81.1,1.13,25.0,31.2,70.0,63.6,65.5,THUNDERSTORM_LIGHTNING
North (Delhi / Dehradun / Srinagar),2086.2,1.47,32.7,12.6,53.8,1.37,20.5,1.4,3.6,-58.6,0.46,11.2,27.6,40.4,22.5,27.9,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1165.1,5.24,43.5,16.6,45.6,1.77,16.9,0.0,0.1,-10.3,4.5,10.0,35.8,24.6,9.6,14.1,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),2022.0,0.24,37.3,14.6,52.7,0.05,22.2,10.6,14.8,-63.1,2.56,28.1,33.3,47.9,28.7,34.5,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),740.9,5.06,65.1,6.3,36.0,-1.34,5.5,0.0,0.0,-30.9,-4.12,47.0,34.9,29.8,20.3,23.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1250.7,4.16,16.7,14.0,84.9,4.53,4.5,1.2,2.1,-47.9,2.22,10.0,36.6,27.9,14.0,18.2,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),905.3,3.84,72.0,42.8,78.9,0.72,30.4,9.3,12.3,6.1,-0.89,80.2,42.8,41.3,26.9,31.2,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1938.3,2.87,29.6,17.0,72.9,-1.78,16.7,0.6,1.4,-9.0,-1.69,26.0,33.2,38.6,15.3,22.3,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1190.9,3.39,26.8,52.9,80.3,-1.75,10.5,7.8,14.0,-6.5,-2.9,65.2,32.1,40.6,19.0,25.5,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1389.0,4.18,37.9,16.0,89.1,4.88,6.1,12.5,22.5,-10.9,2.68,11.3,33.6,37.1,11.1,18.9,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1130.9,2.46,45.0,25.5,87.5,5.92,10.0,3.9,6.9,-41.2,-3.03,81.0,39.8,39.6,27.7,31.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1595.1,5.08,36.9,31.2,92.6,1.24,15.5,1.6,3.0,-21.0,-0.3,10.0,33.0,40.5,14.7,22.4,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1957.2,3.81,50.4,13.6,93.3,-0.85,2.1,1.5,2.2,-25.9,1.95,21.9,33.1,46.5,5.8,18.0,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2810.4,-2.3,35.7,27.7,72.6,1.23,56.2,25.9,57.5,-35.3,0.15,21.8,29.3,58.0,51.3,53.4,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),1059.4,5.29,33.0,23.7,76.6,-0.17,28.6,9.3,22.6,-32.9,-2.16,14.9,41.1,29.8,28.9,29.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),623.1,4.06,29.1,10.9,78.2,1.76,15.2,6.3,14.0,-14.5,-0.92,20.6,36.2,26.3,12.5,16.7,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1650.1,4.42,59.6,21.8,57.1,1.27,38.4,1.0,1.6,-4.0,-1.29,10.0,26.1,43.9,23.0,29.3,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),504.8,6.2,47.4,45.9,79.6,0.43,16.2,4.4,5.5,-17.7,-1.74,36.7,13.3,28.3,21.3,23.4,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1038.1,2.62,25.8,17.4,67.2,0.31,23.6,3.6,5.0,-4.5,1.75,45.3,28.5,32.9,17.2,21.9,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),401.2,5.89,35.7,53.4,93.5,0.02,38.6,0.6,1.3,5.7,-2.54,36.1,41.1,32.0,29.4,30.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),4800.0,-4.44,23.5,16.4,75.7,2.59,62.6,69.5,157.4,-63.2,0.08,25.9,31.1,76.1,74.4,74.9,CLOUDBURST_FLASHFLOOD
North (Delhi / Dehradun / Srinagar),2593.7,1.46,80.2,27.0,60.0,0.08,31.9,0.6,1.1,-44.2,1.57,11.3,14.7,61.0,27.0,37.2,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2446.9,1.16,44.6,17.4,62.1,5.02,38.7,3.1,3.8,-55.3,-2.71,13.0,24.0,50.0,38.3,41.8,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),2895.6,-0.67,14.1,23.9,75.7,5.23,44.2,0.9,1.6,-62.5,-0.65,10.0,30.7,52.8,37.8,42.3,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),2285.0,-0.17,23.0,8.4,57.9,-0.33,38.7,16.4,40.1,-63.0,-1.03,13.3,27.7,40.6,40.2,40.3,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),1496.7,3.28,24.5,19.0,65.1,-0.29,9.0,1.3,1.8,-21.7,1.06,11.6,30.5,30.8,9.2,15.7,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1524.3,3.51,46.1,52.2,61.8,0.39,0.0,5.1,12.7,-56.6,-3.32,45.6,17.1,49.9,21.3,29.9,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2727.3,0.36,18.2,31.2,73.3,-0.91,44.0,1.6,4.0,-57.1,2.92,26.6,30.6,51.6,37.1,41.4,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),2837.4,-0.6,22.9,41.8,97.2,2.37,48.7,33.9,72.1,-67.5,1.07,35.5,33.3,64.6,58.3,60.2,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),665.1,4.09,38.5,37.5,60.9,3.11,10.6,1.5,1.9,-35.2,-3.4,43.4,27.8,31.3,21.5,24.5,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1168.9,2.35,40.8,5.5,44.9,3.32,30.8,0.5,0.8,-12.3,-1.72,18.2,36.1,31.3,22.5,25.2,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1357.6,4.17,34.2,26.0,99.0,0.04,19.1,10.5,25.3,-0.2,0.9,10.0,37.2,40.7,18.2,24.9,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2328.4,-1.25,36.2,36.0,87.1,0.01,40.1,6.0,13.3,-79.5,1.9,58.2,24.9,61.0,43.4,48.7,MODERATE_RAIN_SHOWERS
Central (Nagpur / Bhopal / Raipur),745.4,5.65,21.9,13.5,79.6,-3.88,12.2,1.1,2.0,-38.2,-1.99,18.3,33.2,25.4,20.8,22.2,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),686.6,4.54,48.2,20.2,76.4,-0.95,23.4,1.5,2.1,-17.1,-1.72,12.1,27.4,32.8,17.2,21.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),473.2,5.68,14.0,9.1,65.2,-1.55,10.7,2.3,4.4,-0.6,0.8,36.9,32.1,16.5,12.5,13.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),916.9,4.91,39.7,54.3,62.7,-1.94,3.0,6.0,7.9,-40.4,-1.44,96.3,26.7,39.5,22.7,27.7,NORMAL_STABLE
