state,slope_angle,elevation_m,soil_type,fault_dist_km,ndvi,road_cut_idx,rainfall_24h_mm,rainfall_72h_mm,soil_sat_pct,pwp_kpa,tilt_rate_deg_day,pga_seismic_g,layer1_susceptibility,layer2_dynamic_trigger,composite_risk_score,landslide_event
Meghalaya,27.13,1824.4,2,0.41,0.743,49.0,48.5,109.6,47.9,85.9,0.002,0.007,71.4,37.7,49.5,0
Arunachal Pradesh,42.73,3341.9,2,3.06,0.703,38.4,18.8,49.8,54.9,93.6,0.061,0.009,69.5,28.3,42.7,0
Tripura,23.68,495.7,3,3.32,0.83,59.4,173.1,258.8,99.0,131.7,0.22,0.026,50.9,85.8,73.6,1
Sikkim,38.37,2047.5,2,7.35,0.675,44.7,71.1,148.9,60.2,87.1,0.1,0.028,64.8,52.9,57.1,0
Arunachal Pradesh,40.57,2290.6,1,1.39,0.777,23.8,19.0,52.6,36.6,55.8,0.022,0.001,52.7,15.7,28.7,0
Mizoram,35.34,1050.2,2,0.32,0.587,72.4,28.9,43.5,39.8,62.1,0.012,0.004,76.7,17.2,38.0,0
Mizoram,33.52,915.3,2,1.69,0.743,10.7,0.9,1.8,35.8,49.4,0.003,0.003,68.5,7.2,28.7,0
Sikkim,31.29,3282.5,2,18.59,0.815,53.2,112.7,192.3,71.1,124.5,0.013,0.029,54.4,64.5,60.9,1
Meghalaya,21.93,1261.9,1,10.34,0.702,31.0,126.1,197.1,93.2,162.7,0.671,0.018,20.3,77.4,57.5,1
Nagaland,27.71,892.0,2,2.26,0.628,96.7,159.9,386.0,99.0,128.5,0.783,0.032,76.8,87.7,83.9,1
Arunachal Pradesh,35.12,3540.1,1,9.4,0.64,30.4,42.3,62.9,46.3,81.5,0.014,0.045,30.4,23.7,26.0,0
Nagaland,42.15,1115.6,3,0.15,0.685,34.1,33.7,90.2,36.4,53.4,0.014,0.03,67.2,28.8,42.2,0
Mizoram,24.14,1136.5,2,1.7,0.648,70.7,23.1,63.0,32.8,48.1,0.021,0.001,67.9,17.4,35.1,0
Sikkim,51.75,3575.6,1,5.84,0.463,12.8,115.0,254.5,93.0,121.8,0.545,0.017,51.7,73.0,65.6,1
Meghalaya,45.95,1860.9,3,1.13,0.629,32.5,20.3,46.0,28.4,35.5,0.025,0.01,65.3,16.4,33.5,0
Sikkim,33.07,3904.7,2,1.0,0.791,69.6,280.0,748.1,99.0,133.6,0.313,0.007,64.6,89.4,80.7,1
Nagaland,45.63,1671.6,2,8.91,0.673,3.1,70.0,154.2,74.3,128.4,0.028,0.019,62.4,51.2,55.1,0
Meghalaya,31.26,1600.6,1,4.31,0.78,31.1,105.1,177.8,71.6,103.4,0.079,0.007,41.8,51.6,48.1,1
Sikkim,35.72,3448.0,2,20.3,0.559,0.8,15.0,28.4,9.1,16.0,0.031,0.012,56.3,2.0,21.0,0
Mizoram,42.16,1195.7,2,0.65,0.699,15.0,3.3,6.8,17.9,28.0,0.085,0.005,73.4,8.2,31.0,0
Tripura,21.53,265.5,3,1.98,0.697,60.4,24.5,58.4,28.8,34.8,0.092,0.061,52.8,22.1,32.8,0
Meghalaya,32.72,1764.0,1,1.68,0.729,45.7,16.9,34.7,46.6,65.2,0.074,0.008,51.0,20.8,31.4,0
Assam,16.24,393.5,1,9.55,0.774,15.6,133.3,363.5,99.0,126.4,0.221,0.031,18.2,80.0,58.4,1
Sikkim,33.37,1768.1,3,1.33,0.76,7.8,3.3,7.5,29.2,48.1,0.051,0.036,55.7,11.9,27.3,0
Arunachal Pradesh,39.17,3394.7,3,1.96,0.838,5.6,8.6,18.6,36.2,58.2,0.001,0.002,58.7,13.2,29.2,0
Arunachal Pradesh,50.33,3745.6,1,0.69,0.772,8.5,21.4,53.1,38.8,51.9,0.017,0.003,58.3,19.6,33.1,0
Sikkim,28.5,3802.1,3,6.72,0.639,9.6,123.2,207.9,79.0,104.7,0.026,0.01,41.8,64.3,56.4,0
Arunachal Pradesh,37.54,3481.6,1,1.22,0.584,8.6,48.3,101.9,46.7,81.3,0.003,0.007,44.8,32.3,36.7,0
Arunachal Pradesh,26.98,3589.7,3,0.32,0.401,5.5,22.9,32.6,44.5,56.5,0.087,0.078,56.5,20.1,32.8,0
Manipur,15.95,273.3,3,2.57,0.513,69.7,229.8,463.8,99.0,120.8,0.299,0.002,49.2,91.6,76.7,1
Manipur,24.24,631.0,1,2.24,0.546,94.1,37.8,61.1,61.6,87.4,0.01,0.064,45.6,28.0,34.2,0
Nagaland,26.02,946.6,1,0.88,0.709,85.6,176.3,444.1,99.0,152.3,1.585,0.009,48.0,97.7,80.3,1
Arunachal Pradesh,47.68,3435.2,1,0.65,0.488,26.6,7.0,13.5,29.5,51.6,0.0,0.013,61.0,13.0,29.8,0
Arunachal Pradesh,30.7,1898.9,1,10.21,0.604,20.4,117.8,242.1,99.0,172.9,0.649,0.02,30.8,72.7,58.1,0
Arunachal Pradesh,33.62,2350.3,1,0.32,0.49,4.8,44.0,63.6,41.0,52.6,0.002,0.019,41.9,25.6,31.3,1
Nagaland,19.81,828.9,3,0.47,0.732,15.6,26.0,37.7,38.8,64.9,0.021,0.008,45.9,18.0,27.8,0
Assam,26.84,187.2,2,1.26,0.64,56.8,26.0,45.8,39.5,69.5,0.016,0.012,69.6,19.4,36.9,0
Meghalaya,38.79,937.9,2,13.74,0.605,99.8,65.2,155.1,74.7,127.0,0.027,0.006,67.0,50.0,55.9,0
Arunachal Pradesh,27.18,3013.8,3,0.4,0.638,85.9,116.2,285.4,99.0,143.4,0.141,0.006,63.0,76.1,71.5,1
Meghalaya,30.17,1041.1,2,7.62,0.726,51.5,24.3,67.9,30.4,40.3,0.065,0.002,56.8,19.1,32.3,0
Sikkim,35.07,1681.5,2,10.02,0.827,42.3,2.9,7.3,5.0,8.7,0.05,0.011,59.5,1.3,21.7,0
Sikkim,34.36,3743.8,1,2.14,0.756,14.8,3.7,8.6,11.9,18.0,0.035,0.009,38.3,5.7,17.1,0
Mizoram,46.02,938.4,2,1.57,0.809,41.9,114.3,272.1,99.0,133.8,2.205,0.005,85.7,76.4,79.6,1
Mizoram,28.92,1872.2,1,5.09,0.732,59.5,21.6,42.3,28.4,39.6,0.004,0.003,34.1,16.1,22.4,0
Arunachal Pradesh,31.13,2325.5,3,5.46,0.828,59.5,57.2,157.4,84.4,129.7,0.5,0.002,56.9,47.9,51.0,0
Arunachal Pradesh,23.96,1716.6,2,6.81,0.495,55.8,260.7,590.3,99.0,142.9,0.364,0.009,61.6,91.6,81.1,1
Tripura,15.42,945.5,2,7.99,0.672,82.4,88.3,125.9,56.6,69.3,0.014,0.014,53.9,42.2,46.3,0
Sikkim,50.3,3277.6,2,1.41,0.57,51.0,26.2,49.5,46.4,71.7,0.069,0.024,82.5,23.0,43.8,0
Arunachal Pradesh,40.07,2888.5,2,5.23,0.606,47.3,21.4,34.1,30.2,43.6,0.018,0.023,70.1,19.2,37.0,0
Arunachal Pradesh,40.09,1919.5,2,0.65,0.675,30.6,146.6,253.6,98.6,146.3,0.041,0.002,77.5,81.2,79.9,1
Arunachal Pradesh,31.98,2618.8,2,3.22,0.762,18.0,120.5,264.1,99.0,163.5,2.984,0.001,61.3,83.7,75.9,1
Sikkim,48.68,3349.6,3,4.27,0.497,0.1,197.8,398.6,99.0,120.3,0.265,0.028,64.5,87.3,79.4,1
Nagaland,36.02,1740.1,1,0.79,0.582,32.2,249.0,505.8,99.0,122.7,0.123,0.032,45.8,87.7,73.0,0
Sikkim,34.48,1615.9,1,0.36,0.621,63.3,115.4,231.1,87.7,105.3,0.205,0.011,54.1,64.9,61.1,0
Meghalaya,25.39,1807.3,2,0.97,0.783,55.9,48.8,82.0,51.7,75.1,0.202,0.007,59.9,35.4,44.0,0
Mizoram,31.64,1999.4,3,2.46,0.618,53.1,31.5,48.8,51.7,70.7,0.021,0.003,63.0,19.5,34.7,0
Meghalaya,25.89,1572.8,2,9.85,0.563,77.2,141.2,283.4,99.0,143.1,0.266,0.005,61.3,79.9,73.4,0
Manipur,18.99,929.6,2,3.42,0.792,23.3,17.0,30.2,32.5,50.3,0.1,0.01,54.0,15.4,28.9,0
Manipur,20.9,505.6,2,6.21,0.636,67.9,86.0,157.6,62.2,75.0,0.019,0.068,51.6,53.4,52.8,0
Arunachal Pradesh,32.32,3753.3,1,0.86,0.758,60.7,70.7,109.5,49.5,64.1,0.166,0.018,50.2,40.8,44.1,0
Nagaland,16.62,1723.3,2,0.5,0.793,33.9,73.2,182.1,88.1,112.5,0.634,0.015,60.0,55.1,56.8,1
Meghalaya,35.12,1690.6,3,1.23,0.697,21.9,90.9,135.2,47.5,74.6,0.015,0.012,60.3,42.3,48.6,0
Tripura,16.16,268.8,3,1.7,0.405,56.3,8.4,20.0,46.9,72.9,0.037,0.0,56.4,19.3,32.3,0
Meghalaya,32.99,1387.6,1,3.57,0.506,94.5,29.3,67.0,39.3,49.0,0.005,0.004,49.2,20.0,30.2,0
Tripura,19.25,689.1,2,9.59,0.77,7.6,100.0,146.4,86.9,146.1,0.653,0.02,41.8,65.0,56.9,1
Nagaland,44.43,1470.9,2,2.5,0.699,95.3,144.1,368.9,99.0,128.4,0.521,0.018,84.8,84.2,84.4,1
Sikkim,38.27,2275.9,1,3.29,0.464,46.5,172.8,381.0,99.0,129.1,0.733,0.018,52.6,89.6,76.6,1
Meghalaya,38.72,1455.2,2,0.1,0.721,71.0,127.3,306.4,99.0,142.7,1.087,0.005,77.7,85.4,82.7,1
Tripura,17.81,292.1,1,0.15,0.727,80.3,186.1,413.3,99.0,138.5,0.156,0.007,31.0,89.9,69.3,1
Manipur,14.86,313.5,2,0.39,0.662,15.2,175.4,305.3,99.0,176.1,0.157,0.016,53.1,90.9,77.7,1
Arunachal Pradesh,42.18,3369.6,2,5.4,0.646,4.5,24.0,43.8,33.3,58.0,0.044,0.004,68.8,19.7,36.9,1
Mizoram,27.06,1159.8,2,3.0,0.559,12.8,15.2,42.6,48.5,59.7,0.061,0.006,62.8,19.2,34.4,0
Sikkim,44.43,2329.2,2,0.96,0.751,34.1,171.6,434.2,99.0,142.1,0.144,0.033,79.5,89.4,86.0,1
Arunachal Pradesh,27.98,1781.5,2,4.04,0.52,95.7,9.4,24.2,17.0,28.4,0.062,0.006,72.4,9.6,31.6,0
Sikkim,40.99,3332.9,2,3.54,0.726,4.3,36.6,64.6,39.7,62.7,0.08,0.019,68.4,25.8,40.7,0
Sikkim,38.04,2482.3,1,0.42,0.535,92.0,39.0,97.2,40.8,67.8,0.016,0.018,56.1,30.3,39.3,0
Nagaland,42.69,1404.9,2,4.6,0.755,56.1,73.9,139.0,68.4,98.9,0.087,0.061,67.7,47.9,54.9,0
Sikkim,41.87,3573.8,3,6.56,0.373,10.2,20.2,37.6,23.8,34.1,0.01,0.016,60.1,11.8,28.7,0
Nagaland,31.23,1091.3,1,1.52,0.778,15.3,41.4,76.2,41.4,68.8,0.001,0.012,37.1,30.6,32.9,0
Arunachal Pradesh,45.13,3155.1,2,5.23,0.603,68.9,105.1,163.2,72.9,100.2,0.035,0.008,76.3,53.9,61.7,1
Sikkim,19.23,2764.1,2,1.0,0.738,60.8,24.6,38.1,20.5,25.3,0.028,0.005,61.8,12.6,29.8,0
Sikkim,42.96,2863.9,2,6.36,0.766,16.7,155.1,367.7,99.0,171.7,0.55,0.007,65.4,86.1,78.8,1
Sikkim,43.75,3807.0,2,10.93,0.778,90.4,69.7,146.9,80.9,143.1,0.424,0.065,70.0,52.5,58.6,0
Arunachal Pradesh,44.77,4082.3,2,2.62,0.539,13.3,12.9,32.8,36.0,56.4,0.027,0.065,80.8,17.7,39.7,0
Arunachal Pradesh,44.1,2219.5,1,1.26,0.798,51.2,4.9,12.3,34.9,57.2,0.065,0.004,54.6,15.8,29.4,0
Meghalaya,35.77,1881.1,2,2.29,0.787,52.8,191.1,359.3,99.0,159.8,5.37,0.001,70.4,97.1,87.8,1
Sikkim,35.26,4001.7,2,1.3,0.734,87.1,20.8,33.1,27.3,41.5,0.022,0.007,76.2,12.3,34.7,0
Sikkim,39.46,1890.5,1,0.1,0.684,2.2,21.6,38.7,23.8,37.1,0.002,0.029,43.3,16.3,25.7,0
Sikkim,33.0,2860.5,2,4.73,0.509,13.6,119.7,259.2,99.0,150.9,1.779,0.01,66.1,75.5,72.2,1
Manipur,15.26,390.6,2,0.2,0.611,17.1,142.3,358.7,99.0,125.5,0.104,0.007,57.0,80.6,72.4,1
Manipur,18.31,252.0,3,1.06,0.625,6.3,138.2,279.8,99.0,137.7,0.064,0.009,48.5,74.2,65.2,1
Meghalaya,30.85,1267.5,1,5.77,0.807,63.1,5.1,11.3,34.6,41.9,0.011,0.005,41.1,10.2,21.0,0
Sikkim,41.42,3767.6,3,4.93,0.539,23.0,18.9,41.1,37.4,46.6,0.002,0.02,62.6,18.3,33.9,0
Arunachal Pradesh,49.35,3217.2,2,0.34,0.645,57.7,53.1,90.4,45.3,68.2,0.033,0.018,87.4,31.3,50.9,1
Assam,25.63,951.6,2,4.86,0.748,78.3,6.1,12.2,37.3,48.7,0.004,0.009,65.5,17.3,34.2,0
Arunachal Pradesh,40.71,3288.4,1,12.0,0.575,40.9,165.5,385.4,99.0,140.0,0.535,0.013,35.9,90.8,71.6,1
Sikkim,48.09,3251.8,2,0.35,0.701,76.9,85.9,126.3,61.2,104.1,0.023,0.0,86.9,48.3,61.8,1
Sikkim,38.35,2521.6,3,2.42,0.489,77.8,64.6,144.7,70.2,88.0,0.099,0.015,67.2,47.2,54.2,0
Sikkim,42.72,3557.5,2,5.88,0.752,26.3,99.0,263.3,93.4,158.7,1.852,0.036,68.8,73.3,71.7,1
Arunachal Pradesh,35.29,3487.8,2,4.96,0.511,1.6,19.8,53.2,52.6,91.4,0.075,0.003,65.8,25.4,39.5,0
Nagaland,32.11,1825.1,2,1.16,0.732,10.3,31.7,82.0,49.2,68.4,0.007,0.056,64.6,31.5,43.0,0
Arunachal Pradesh,36.04,1809.8,2,0.8,0.63,82.4,59.1,101.0,59.2,87.3,0.027,0.015,75.6,38.6,51.6,0
Mizoram,21.44,1644.6,2,6.9,0.615,40.5,7.4,19.3,22.6,32.7,0.012,0.037,57.6,11.1,27.4,0
Arunachal Pradesh,25.34,3732.8,3,14.08,0.571,83.9,33.8,52.5,37.6,48.4,0.007,0.007,46.5,18.4,28.2,0
Arunachal Pradesh,27.26,1525.8,2,6.57,0.63,54.8,3.4,6.3,24.0,30.2,0.063,0.02,61.3,8.0,26.7,0
Manipur,21.96,987.5,1,14.86,0.668,19.7,22.8,44.6,34.3,50.4,0.012,0.007,23.4,16.7,19.0,0
Arunachal Pradesh,49.57,3091.5,2,4.18,0.72,71.2,9.5,16.1,30.9,47.6,0.212,0.034,84.2,16.5,40.2,0
Nagaland,40.28,1485.4,3,11.91,0.416,55.8,16.6,43.6,33.3,49.8,0.079,0.05,56.3,16.3,30.3,0
Meghalaya,21.19,2154.0,3,5.28,0.673,35.2,18.1,44.0,24.7,39.7,0.08,0.051,47.7,19.2,29.2,0
Arunachal Pradesh,42.81,3413.9,2,10.78,0.721,8.8,66.2,158.8,64.6,96.0,0.063,0.031,59.2,46.6,51.1,0
Assam,17.1,966.5,3,0.79,0.539,10.2,13.9,37.4,22.5,38.6,0.013,0.062,47.3,13.5,25.3,0
Sikkim,31.05,3113.0,1,7.61,0.667,18.9,156.4,385.5,99.0,154.7,0.168,0.033,34.4,90.8,71.0,0
Manipur,20.84,717.9,1,0.99,0.824,67.3,34.3,68.5,63.4,84.7,0.013,0.044,37.5,34.9,35.8,0
Arunachal Pradesh,33.68,3116.0,1,0.13,0.595,72.8,73.4,116.4,58.1,100.2,0.036,0.008,49.0,44.4,46.0,1
Manipur,11.95,436.7,1,3.28,0.673,63.1,17.5,44.7,22.8,39.1,0.007,0.021,29.8,16.4,21.1,0
Arunachal Pradesh,29.88,4040.0,1,1.72,0.676,33.7,235.4,564.8,99.0,140.8,0.113,0.004,36.5,89.9,71.2,1
Meghalaya,29.72,1850.7,2,0.2,0.603,44.0,15.8,35.5,33.2,43.6,0.079,0.008,65.2,16.2,33.3,0
Nagaland,41.25,1433.9,2,17.67,0.236,71.0,39.0,95.3,64.3,107.1,0.077,0.017,76.1,36.4,50.3,1
Assam,10.32,800.2,2,4.94,0.489,66.0,45.0,110.6,70.8,87.5,0.483,0.012,51.6,40.3,44.2,0
Manipur,13.11,978.8,2,10.44,0.753,77.3,34.8,84.8,49.7,72.4,0.109,0.045,50.8,30.9,37.8,0
Nagaland,30.27,1138.9,3,30.0,0.795,24.1,88.1,179.4,91.6,135.2,0.534,0.004,40.8,62.0,54.6,1
Manipur,15.66,396.1,1,2.24,0.662,0.4,5.4,11.6,11.7,18.5,0.001,0.02,27.7,7.8,14.7,0
Arunachal Pradesh,41.75,2693.5,2,1.32,0.759,26.6,40.9,103.3,51.6,70.3,0.06,0.01,75.6,29.3,45.5,0
Sikkim,36.13,1924.3,2,0.91,0.685,34.8,31.8,85.8,61.8,87.3,0.045,0.007,76.8,27.1,44.5,1
Sikkim,26.47,3009.3,3,3.26,0.702,96.1,150.2,318.8,99.0,175.4,0.046,0.002,57.0,89.2,77.9,1
Sikkim,33.85,3852.1,1,4.19,0.621,21.8,19.1,45.3,18.7,32.3,0.011,0.025,39.2,9.8,20.1,0
Sikkim,39.55,1999.9,1,2.88,0.699,82.6,7.5,15.8,17.5,25.0,0.032,0.011,52.2,9.9,24.7,0
Meghalaya,36.76,1456.3,2,2.2,0.417,62.3,47.2,93.7,57.0,101.4,0.006,0.036,75.8,38.3,51.4,0
Arunachal Pradesh,28.16,2848.4,3,0.83,0.53,16.8,122.6,305.6,99.0,122.5,1.351,0.03,53.9,80.9,71.5,1
Mizoram,33.73,1663.9,2,2.62,0.577,40.4,79.6,127.8,47.8,66.1,0.002,0.011,73.2,39.5,51.3,1
Arunachal Pradesh,35.44,1865.5,2,0.4,0.661,51.0,26.7,54.0,24.0,39.0,0.138,0.006,75.0,16.5,37.0,1
Sikkim,47.97,3034.6,1,9.01,0.7,34.4,41.8,93.1,56.3,87.9,0.008,0.032,44.6,33.6,37.5,0
Meghalaya,28.67,952.1,3,0.22,0.766,22.6,3.6,8.7,45.7,69.2,0.006,0.002,56.0,19.4,32.2,0
Nagaland,22.65,1524.5,1,2.16,0.577,25.3,156.4,412.6,99.0,164.5,0.56,0.011,37.7,84.5,68.1,1
Nagaland,27.38,1980.7,1,0.47,0.525,58.5,12.1,19.7,24.1,43.0,0.052,0.03,46.4,14.1,25.4,0
Mizoram,18.84,2067.5,1,6.71,0.662,68.8,68.1,134.8,63.2,102.3,0.015,0.004,35.4,46.1,42.3,0
Arunachal Pradesh,22.73,3055.7,2,1.69,0.821,46.9,29.9,51.4,14.2,20.7,0.008,0.014,57.0,13.8,28.9,0
Meghalaya,20.68,1650.8,1,0.54,0.62,94.2,139.0,301.2,99.0,159.4,0.66,0.031,42.0,84.8,69.8,1
Arunachal Pradesh,41.82,3055.0,3,3.41,0.818,72.9,85.2,143.7,72.7,110.3,0.064,0.0,63.8,42.5,50.0,1
Sikkim,40.82,2950.8,3,11.16,0.687,89.2,9.6,16.6,27.8,43.9,0.009,0.027,58.7,12.3,28.6,0
Sikkim,42.31,2747.6,2,10.77,0.676,47.6,90.6,142.2,70.3,112.7,0.029,0.006,67.7,49.7,56.0,1
Arunachal Pradesh,33.11,3589.7,2,1.29,0.601,1.5,67.5,147.8,65.1,117.0,0.129,0.029,70.6,46.6,55.0,0
Sikkim,30.07,2725.1,1,5.72,0.664,59.2,1.2,3.1,5.0,7.5,0.074,0.011,34.6,1.5,13.1,0
Assam,33.25,565.2,2,0.14,0.785,81.8,11.2,17.6,19.4,32.2,0.039,0.0,76.3,8.6,32.3,0
Assam,20.75,900.3,2,0.64,0.778,53.7,33.2,83.2,53.1,94.0,0.059,0.017,62.8,29.7,41.3,0
Sikkim,29.18,3479.9,1,3.11,0.763,56.8,110.9,305.2,99.0,131.9,1.067,0.02,46.6,73.8,64.3,1
Arunachal Pradesh,50.55,2594.8,2,1.17,0.369,97.5,115.6,239.2,99.0,141.6,0.201,0.004,96.0,72.2,80.5,1
Arunachal Pradesh,49.04,2980.2,1,7.2,0.628,36.6,10.8,23.2,33.7,51.8,0.076,0.014,44.4,10.7,22.5,0
Sikkim,43.22,2956.7,3,12.04,0.645,80.2,165.8,409.1,99.0,142.2,0.228,0.029,63.7,90.2,80.9,1
Assam,18.95,591.2,2,0.1,0.593,50.5,33.5,82.0,55.5,90.9,0.124,0.001,64.5,26.7,39.9,0
Arunachal Pradesh,31.13,2747.3,3,1.19,0.562,46.4,2.9,4.5,28.0,36.4,0.009,0.039,60.7,12.1,29.1,0
Nagaland,28.92,1804.2,3,2.61,0.669,14.6,14.6,37.3,45.9,81.1,0.059,0.009,47.9,17.9,28.4,0
Arunachal Pradesh,47.65,2567.3,3,3.73,0.411,74.8,34.3,53.3,44.8,63.9,0.083,0.068,72.5,26.6,42.7,0
Tripura,15.8,163.9,2,11.14,0.793,82.3,3.4,7.4,21.8,38.2,0.014,0.035,52.7,12.9,26.8,0
Sikkim,27.87,2395.8,2,10.01,0.707,43.1,53.1,111.7,68.1,120.9,0.221,0.028,53.3,44.8,47.8,0
Nagaland,36.17,1238.8,2,4.56,0.52,76.4,139.7,357.3,99.0,130.5,1.448,0.003,72.7,88.1,82.7,1
Sikkim,37.56,3936.6,3,1.34,0.363,58.1,55.7,88.5,52.6,81.0,0.066,0.014,71.7,28.6,43.7,1
Mizoram,27.34,1526.6,2,6.88,0.634,25.8,18.8,43.3,43.8,72.6,0.044,0.008,51.3,19.4,30.6,0
Arunachal Pradesh,33.04,3315.8,3,1.02,0.777,92.4,24.5,65.0,39.7,48.4,0.004,0.032,63.4,19.6,34.9,0
Arunachal Pradesh,21.14,3424.1,1,15.11,0.627,69.7,118.5,257.5,93.2,134.4,0.354,0.008,27.9,70.0,55.3,0
Assam,16.88,560.0,2,0.1,0.689,87.8,10.6,27.8,43.2,62.5,0.02,0.023,72.3,16.9,36.3,0
Manipur,26.17,801.9,2,3.8,0.529,28.1,1.8,4.8,35.5,56.7,0.001,0.012,64.1,10.7,29.4,0
Manipur,14.47,966.8,3,0.42,0.805,91.6,280.0,491.1,99.0,149.8,0.348,0.029,48.5,91.2,76.3,1
Mizoram,48.93,1268.8,1,2.36,0.53,36.5,0.3,0.9,14.3,23.5,0.011,0.004,57.3,5.1,23.4,0
Nagaland,31.78,1749.5,2,4.53,0.69,1.0,98.6,232.3,99.0,140.2,0.245,0.007,59.8,64.7,63.0,1
Arunachal Pradesh,17.62,3809.8,2,5.26,0.678,7.5,198.6,517.3,99.0,143.0,0.186,0.003,48.7,92.4,77.1,1
Sikkim,26.03,1635.5,1,6.93,0.44,8.9,30.1,53.3,53.7,77.6,0.018,0.017,30.1,27.7,28.5,0
Sikkim,10.37,2476.9,2,4.05,0.684,20.7,55.0,106.1,72.5,101.2,0.007,0.009,47.1,42.3,44.0,0
Mizoram,46.78,2191.8,2,1.3,0.439,18.7,5.0,11.2,9.5,11.8,0.004,0.031,76.8,7.2,31.5,0
Sikkim,39.82,3340.5,1,9.9,0.369,5.8,64.9,159.4,78.2,115.3,0.012,0.007,39.3,46.6,44.0,0
Arunachal Pradesh,30.14,4022.7,2,7.5,0.772,89.5,68.9,191.3,75.7,130.1,0.098,0.019,61.8,57.7,59.1,1
Mizoram,36.35,963.5,3,0.78,0.76,82.8,2.4,3.5,19.1,27.8,0.137,0.016,64.2,8.6,28.1,0
Nagaland,40.47,1323.2,3,7.88,0.793,76.3,30.9,66.8,26.3,33.8,0.01,0.025,53.2,19.7,31.4,0
Sikkim,45.04,3261.1,2,16.19,0.478,47.9,262.1,567.9,99.0,137.0,0.793,0.026,68.1,90.4,82.6,1
Arunachal Pradesh,44.82,2869.0,2,4.56,0.659,42.5,262.3,699.8,99.0,163.8,3.177,0.049,73.9,100.0,90.9,1
Arunachal Pradesh,34.28,1869.7,2,1.49,0.633,42.5,187.6,324.5,99.0,133.9,2.395,0.018,75.5,96.8,89.4,1
Sikkim,30.35,3457.3,3,4.2,0.731,26.2,48.1,78.1,59.7,73.7,0.028,0.025,53.2,34.8,41.2,0
Sikkim,42.21,3369.1,2,1.89,0.377,60.8,6.8,14.2,45.2,55.7,0.035,0.067,80.6,17.5,39.6,0
Mizoram,26.17,1443.0,2,5.07,0.425,5.9,130.3,314.8,99.0,154.9,0.294,0.025,56.0,78.8,70.8,1
Mizoram,29.16,1248.1,1,3.54,0.735,65.9,58.4,161.3,59.7,103.9,0.028,0.088,38.4,41.8,40.6,0
Mizoram,26.41,1780.5,2,11.93,0.58,51.4,15.0,33.1,10.6,14.3,0.066,0.018,54.6,9.8,25.5,0
Sikkim,32.11,3441.7,1,4.33,0.539,81.7,208.8,504.4,99.0,177.5,0.772,0.087,42.9,96.1,77.5,1
Nagaland,36.04,1735.9,3,1.08,0.722,97.3,88.9,159.1,67.6,90.0,0.002,0.004,62.7,47.2,52.6,1
Arunachal Pradesh,31.65,1925.5,2,5.81,0.632,87.7,64.9,152.3,69.0,97.1,0.025,0.019,68.1,43.4,52.1,0
Meghalaya,36.17,1131.1,2,1.61,0.722,72.0,18.8,32.8,24.5,36.3,0.147,0.009,75.3,10.2,33.0,0
Nagaland,40.42,1833.1,2,1.43,0.553,43.3,60.9,127.5,54.4,68.8,0.123,0.018,79.0,36.3,51.2,0
Arunachal Pradesh,33.33,3998.7,3,2.24,0.805,21.5,3.4,4.9,27.3,37.6,0.018,0.001,56.0,9.8,26.0,0
Arunachal Pradesh,28.9,2402.0,1,0.1,0.683,66.5,18.4,34.0,29.3,45.7,0.039,0.008,46.4,12.5,24.4,0
Manipur,25.8,592.1,2,15.65,0.771,20.2,65.3,162.8,55.6,67.1,0.062,0.0,47.8,39.1,42.2,0
Sikkim,40.36,2377.9,2,3.42,0.461,2.0,71.3,106.6,56.9,84.8,0.002,0.013,75.3,38.6,51.5,0
Mizoram,26.59,1685.8,3,6.68,0.695,57.3,17.3,31.9,20.9,33.4,0.015,0.015,40.9,11.2,21.6,0
Arunachal Pradesh,34.97,4013.4,1,1.34,0.446,39.4,145.2,238.0,99.0,136.5,0.195,0.014,52.1,78.5,69.3,0
Mizoram,34.53,1543.0,2,6.18,0.697,87.6,14.4,32.7,25.6,44.1,0.074,0.049,66.0,15.1,32.9,0
Sikkim,25.09,3590.4,2,3.77,0.633,64.6,48.5,118.5,49.7,67.9,0.009,0.011,63.4,34.0,44.3,0
Arunachal Pradesh,52.04,3136.0,3,2.48,0.689,64.7,95.0,147.7,60.8,106.3,0.023,0.005,73.8,50.2,58.4,0
Mizoram,38.12,1328.0,1,15.88,0.467,78.8,36.1,76.9,27.7,47.2,0.005,0.037,41.5,20.2,27.6,0
Sikkim,37.9,2093.9,2,3.06,0.715,33.6,23.9,56.3,44.1,59.2,0.008,0.054,71.4,24.8,41.1,0
Sikkim,51.51,2685.6,1,4.82,0.711,95.8,10.7,29.8,46.1,57.1,0.006,0.005,62.6,19.3,34.5,0
Arunachal Pradesh,49.78,2813.8,1,0.1,0.515,22.1,9.8,16.8,32.0,39.0,0.108,0.005,58.8,12.1,28.5,0
Arunachal Pradesh,36.19,4134.1,1,1.61,0.812,87.2,7.8,11.7,23.6,39.4,0.039,0.003,48.3,8.3,22.3,0
Sikkim,35.55,3461.5,3,9.88,0.625,91.1,26.3,46.4,34.0,52.2,0.001,0.03,55.7,18.7,31.7,0
Arunachal Pradesh,35.88,3503.0,1,6.4,0.796,3.9,156.0,340.8,99.0,129.3,0.121,0.045,38.2,86.5,69.6,1
Manipur,23.17,742.6,3,3.46,0.419,63.2,153.3,350.6,99.0,128.5,0.348,0.033,50.9,88.8,75.5,1
